Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,WGS,Healthcare,Health Information Services,NASDAQ,530.82,99,99,99,99,671555136.0,30.729999542236328
2,ASTS,Technology,Communication Equipment,NASDAQ,524.17,99,99,99,7,2532088320.0,29.40999984741211
5,LENZ,Healthcare,Biotechnology,NASDAQ,409.17,99,99,99,89,467792032.0,22.71999931335449
7,CRBP,Healthcare,Biotechnology,NASDAQ,370.34,99,99,99,99,468184352.0,55.68999862670898
9,SEZL,Financial Services,Credit Services,NASDAQ,351.35,99,99,99,98,469543264.0,130.8699951171875
10,LBPH,Healthcare,Biotechnology,NASDAQ,349.06,99,99,98,99,738721920.0,34.0099983215332
11,SMMT,Healthcare,Biotechnology,NASDAQ,346.7,99,99,99,98,5601800704.0,12.600000381469728
21,DOGZ,Consumer Cyclical,Leisure,NASDAQ,295.5,99,99,97,85,201654288.0,24.1200008392334
25,INSG,Technology,Communication Equipment,NASDAQ,283.68,99,98,98,16,103737712.0,13.789999961853027
27,RNA,Healthcare,Biotechnology,NASDAQ,271.1,99,99,98,98,4130786048.0,40.9900016784668
28,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,264.55,99,98,92,15,624490496.0,39.630001068115234
29,ADMA,Healthcare,Biotechnology,NASDAQ,261.17,99,99,98,95,2461811456.0,16.56999969482422
35,SLNO,Healthcare,Biotechnology,NASDAQ,255.41,99,99,99,99,1734692864.0,47.27000045776367
41,RAIL,Industrials,Railroads,NASDAQ,242.46,99,46,85,71,67358160.0,8.09000015258789
43,BGM,,,NASDAQ,234.07,99,97,79,28,,8.3100004196167
44,CDNA,Healthcare,Diagnostics & Research,NASDAQ,227.08,99,99,95,76,734330176.0,29.40999984741211
48,ZETA,Technology,Software—Application,NYSE,215.97,99,98,97,78,3581592576.0,25.56999969482422
54,QTTB,Healthcare,Biotechnology,NASDAQ,210.02,99,98,89,69,217226800.0,41.130001068115234
55,DCTH,Healthcare,Medical Devices,NASDAQ,208.77,99,98,95,34,212283504.0,10.5600004196167
57,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,206.73,99,99,99,99,12955388928.0,144.52000427246094
60,NRIX,Healthcare,Biotechnology,NASDAQ,202.78,99,99,93,93,1126084736.0,24.86000061035156
61,HRTG,Financial Services,Insurance—Property & Casualty,NYSE,200.4,99,78,88,96,229773744.0,16.239999771118164
63,INSM,Healthcare,Biotechnology,NASDAQ,198.48,98,99,98,73,10697345024.0,73.30999755859375
64,DOYU,Communication Services,Internet Content & Information,NASDAQ,197.59,98,97,81,22,324264896.0,9.380000114440918
66,FTAI,Industrials,Rental & Leasing Services,NASDAQ,196.87,98,98,98,95,9574752256.0,117.93000030517578
70,CLPT,Healthcare,Medical Devices,NASDAQ,192.65,98,52,32,29,143956576.0,12.619999885559082
73,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,190.59,98,98,97,92,104394888.0,52.84000015258789
77,CMPO,Industrials,Metal Fabrication,NASDAQ,186.94,98,86,71,44,518202016.0,11.520000457763672
78,STOK,Healthcare,Biotechnology,NASDAQ,186.21,98,98,98,48,776065344.0,15.029999732971191
83,BVS,Healthcare,Medical Devices,NASDAQ,180.23,98,96,96,96,371476640.0,9.989999771118164
84,CAVA,Consumer Cyclical,Restaurants,NYSE,179.35,98,95,95,93,10877130752.0,111.91999816894533
86,BNTC,Healthcare,Biotechnology,NASDAQ,178.91,98,98,97,89,67914232.0,8.979999542236328
88,ARQT,Healthcare,Biotechnology,NASDAQ,178.42,98,97,89,98,943476544.0,10.5
92,GDS,Technology,Information Technology Services,NASDAQ,176.88,98,88,59,12,1717016704.0,16.979999542236328
